Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
202,q9_l,,China,514.01,484.41,19.6,10,6,6,2,0,0,0,0,64.38,179,https://www.speedrun.com/users/q9_l
203,Elohzee,,United States,510.4,482.51,17.89,10,5,5,2,0,0,0,0,61.49,189.4,https://www.speedrun.com/users/Elohzee
204,Giovapro7YT,,Spain,506.42,470.42,16,20,4,4,3,0,0,0,0,56.43,157.75,https://www.speedrun.com/users/Giovapro7YT
205,ultra_exists,,Ireland,499.22,471.33,17.89,10,5,5,2,0,1,1,4,47.66,118.8,https://www.speedrun.com/users/ultra_exists
206,Sorachinn,,Japan,498.85,470.96,17.89,10,5,4,2,0,0,0,0,53.08,47,https://www.speedrun.com/users/Sorachinn
207,QDog422,,United States,492.62,464.73,17.89,10,5,5,2,0,0,0,0,58.55,129.4,https://www.speedrun.com/users/QDog422
208,CrabbyCrab101,,,487.19,463.33,13.86,10,3,3,2,0,0,0,0,52.02,102,
209,Glitchman24,,,487.12,469.23,17.89,0,5,5,1,0,0,1,1,56.63,77.8,
210,xianlucax,,Argentina,486.61,458.72,17.89,10,5,5,2,0,0,0,0,60.64,196.6,https://www.speedrun.com/users/xianlucax
211,tjk,,,486.56,443.93,22.63,20,8,8,3,0,0,0,0,64.25,139.75,https://www.speedrun.com/users/tjk
212,Kryisu,,United States,486.13,462.27,13.86,10,3,3,2,0,0,0,0,53.05,164.67,https://www.speedrun.com/users/Kryisu
213,2046,,Russia,485.77,459.77,16,10,4,4,2,0,0,0,0,55.95,190,https://www.speedrun.com/users/2046
214,Mingura666,,Mexico,483.58,405.21,38.37,40,23,23,5,0,0,0,0,79.03,137.22,https://www.speedrun.com/users/Mingura666
215,Billy_bongsalot,,Canada,482.47,449.84,22.63,10,8,8,2,0,0,0,0,64.87,174.63,https://www.speedrun.com/users/Billy_bongsalot
216,YourFreeChicken,,United States,476.01,452.15,13.86,10,3,3,2,0,0,0,0,51.35,108,https://www.speedrun.com/users/YourFreeChicken
217,hitzcritz,,,475.68,451.82,13.86,10,3,3,2,0,1,1,4,46.06,85,https://www.speedrun.com/users/hitzcritz
218,Liqquify,,Chile,475.63,461.77,13.86,0,3,3,1,0,0,0,0,51.64,89.33,https://www.speedrun.com/users/Liqquify
219,yaranaioo13,,Japan,474.01,434.41,19.6,20,6,6,3,0,0,0,0,60.69,195.17,https://www.speedrun.com/users/yaranaioo13
220,retyturt,,United States,473.74,447.74,16,10,4,4,2,0,0,0,0,52.84,159.25,https://www.speedrun.com/users/retyturt
221,TobiiSR,,Austria,469.21,445.35,13.86,10,3,3,2,0,0,0,0,51.23,143.33,https://www.speedrun.com/users/TobiiSR
222,hdcs,,China,467.25,443.39,13.86,10,3,3,2,0,0,0,0,51.77,205.67,https://www.speedrun.com/users/hdcs
223,zdoroviy_antony,,Ukraine,467.14,434.51,22.63,10,8,8,2,0,0,0,0,63.44,182.63,https://www.speedrun.com/users/zdoroviy_antony
224,Ayoub,,Morocco,467.09,441.09,16,10,4,4,2,0,0,0,0,57.02,267,https://www.speedrun.com/users/Ayoub
225,stovul,,United States,466.92,440.92,16,10,4,4,2,0,0,0,0,54.23,140,https://www.speedrun.com/users/stovul
226,SMBistic,,Philippines,465.34,437.45,17.89,10,5,5,2,0,0,0,0,55.9,215,https://www.speedrun.com/users/SMBistic
227,YouKnowJimbo,,United States,457.16,431.16,16,10,4,4,2,0,0,0,0,51.95,117.75,https://www.speedrun.com/users/YouKnowJimbo
228,10ooki,,United States,456.01,428.12,17.89,10,5,5,2,0,0,0,0,56.18,161,https://www.speedrun.com/users/10ooki
229,GreenDeathFlavor,,United States,455.59,417.7,17.89,20,5,5,3,0,0,1,1,49.73,131.6,https://www.speedrun.com/users/GreenDeathFlavor
230,IluvMario,,United States,454.96,431.1,13.86,10,3,3,2,0,0,0,0,47.84,146.67,https://www.speedrun.com/users/IluvMario
231,Equan,,Canada,454.6,428.6,16,10,4,4,2,0,0,0,0,53.12,149.75,https://www.speedrun.com/users/Equan
232,electricpants,,United States,454.13,422.96,21.17,10,7,7,2,0,0,0,0,60.87,239.57,https://www.speedrun.com/users/electricpants
233,Arnef,,Poland,448.36,420.47,17.89,10,5,5,2,0,0,0,0,55.72,184.6,https://www.speedrun.com/users/Arnef
234,Thiagothespeedrunner,,Peru,446.35,400.57,35.78,10,20,20,2,0,0,1,1,73.54,127.6,https://www.speedrun.com/users/Thiagothespeedrunner
235,moistx,,Canada,445.56,392.93,22.63,30,8,8,4,0,0,2,2,55.19,97.5,https://www.speedrun.com/users/moistx
236,DaTroll18,,Ireland,445.53,405.93,19.6,20,6,6,3,0,0,0,0,52.45,177.83,https://www.speedrun.com/users/DaTroll18
237,Protonix07,,India,444.3,418.3,16,10,4,4,2,0,0,0,0,53.94,240.5,https://www.speedrun.com/users/Protonix07
238,iceball8314,,United States,442.96,406.96,16,20,4,4,3,0,0,0,0,51.67,156.75,https://www.speedrun.com/users/iceball8314
239,gomadare0000,,Japan,441.2,415.2,16,10,4,4,2,0,0,0,0,50.79,124,https://www.speedrun.com/users/gomadare0000
240,MakiJ,,Taiwan,440.41,416.55,13.86,10,3,3,2,0,0,0,0,46.18,46.33,https://www.speedrun.com/users/MakiJ
241,Rodr1go7,,Portugal,440.4,396.4,24,20,9,9,3,0,0,2,2,56.67,62.56,https://www.speedrun.com/users/Rodr1go7
242,Gisan,,Germany,440.04,383.51,26.53,30,11,11,4,0,0,1,1,54.46,44.64,https://www.speedrun.com/users/Gisan
243,Willster,,United States,438.43,395.8,22.63,20,8,8,3,0,0,0,0,55.49,97.5,https://www.speedrun.com/users/Willster
244,Kuto1k,,Australia,435.97,414.66,11.31,10,2,2,2,0,0,0,0,42.48,26,https://www.speedrun.com/users/Kuto1k
245,hidaryP,,Japan,435.82,424.51,11.31,0,2,2,1,0,0,1,1,42.33,37.5,https://www.speedrun.com/users/hidaryP
246,Sawyer0622,,United States,433.87,410.01,13.86,10,3,3,2,0,0,0,0,48.38,158,https://www.speedrun.com/users/Sawyer0622
247,VGCadet,,United States,433.85,405.96,17.89,10,5,5,2,0,0,0,0,56.98,235.8,https://www.speedrun.com/users/VGCadet
248,ensn,,Germany,433.24,403.64,19.6,10,6,6,2,0,0,0,0,57.63,226.17,https://www.speedrun.com/users/ensn
249,TheElderSpork,,United States,429.39,385.39,24,20,9,9,3,0,0,0,0,60.46,149.11,https://www.speedrun.com/users/TheElderSpork
250,DiamondCandy,,China,428.08,398.48,19.6,10,6,6,2,0,0,0,0,53.9,208.17,https://www.speedrun.com/users/DiamondCandy
251,WuFenQingMi,,China,427.72,403.86,13.86,10,3,3,2,0,0,1,1,43.96,76.67,https://www.speedrun.com/users/WuFenQingMi
252,Literally_Legendary,,United States,426.7,388.81,17.89,20,5,5,3,0,0,1,1,52.05,177.6,https://www.speedrun.com/users/Literally_Legendary
253,leolin,,Taiwan,419.6,380,19.6,20,6,6,3,0,0,0,0,54.24,116,https://www.speedrun.com/users/leolin
254,CullenC,,United States,418.18,392.18,16,10,4,4,2,0,0,0,0,51.73,247.25,https://www.speedrun.com/users/CullenC
255,stake73,,United States,417.35,396.04,11.31,10,2,2,2,0,0,0,0,41.36,75,https://www.speedrun.com/users/stake73
256,WoskiBoy,,Poland,415.76,391.9,13.86,10,3,3,2,0,0,0,0,46.39,216.33,https://www.speedrun.com/users/WoskiBoy
257,zsjetu9,,Antarctica,414.54,384.94,19.6,10,6,6,2,0,0,0,0,50.98,227,https://www.speedrun.com/users/zsjetu9
258,ItsPietroFelix,,Brazil,412.82,386.82,16,10,4,4,2,0,0,0,0,49.46,285.5,https://www.speedrun.com/users/ItsPietroFelix
259,Philhcks,,Germany,410.57,386.71,13.86,10,3,3,2,0,0,0,0,46.66,181.67,https://www.speedrun.com/users/Philhcks
260,Picante,,United States,410.05,382.16,17.89,10,5,5,2,0,0,2,2,43.94,15.2,https://www.speedrun.com/users/Picante
261,maibaRTA,,Japan,409.45,385.59,13.86,10,3,3,2,0,0,1,1,42.41,106.67,https://www.speedrun.com/users/maibaRTA
262,LarviStar,,United States,409.4,371.51,17.89,20,5,5,3,0,0,0,0,49.04,156.6,https://www.speedrun.com/users/LarviStar
263,Flightflig,,United States,407.77,381.77,16,10,4,4,2,0,0,0,0,51.55,261,https://www.speedrun.com/users/Flightflig
264,ZaF2030,,United States,405.87,367.98,17.89,20,5,5,3,0,0,0,0,51.84,269.2,https://www.speedrun.com/users/ZaF2030
265,kaku52,,Japan,405.36,370.06,25.3,10,10,8,2,0,0,2,2,52.15,91,https://www.speedrun.com/users/kaku52
266,stewie_cartman,,United States,404.98,367.09,17.89,20,5,5,3,0,0,1,1,46.77,130.2,https://www.speedrun.com/users/stewie_cartman
267,TheHaxor,,United States,404.17,392.86,11.31,0,2,2,1,0,0,0,0,40.96,56.5,https://www.speedrun.com/users/TheHaxor
268,threecreepio,,Sweden,401.94,390.63,11.31,0,2,2,1,0,0,0,0,40.82,58,https://www.speedrun.com/users/threecreepio
269,Pouilli,,Québec,400.33,372.44,17.89,10,5,5,2,0,0,0,0,50.41,205.2,https://www.speedrun.com/users/Pouilli
270,Tole,,Canada,400.24,388.93,11.31,0,2,2,1,0,0,0,0,40.69,49,https://www.speedrun.com/users/Tole
271,TheRoolanderJr,,United States,399.62,378.31,11.31,10,2,2,2,0,0,0,0,40.17,62,https://www.speedrun.com/users/TheRoolanderJr
272,warpedclip,,United States,399.15,373.15,16,10,4,4,2,0,0,0,0,45.94,310.5,https://www.speedrun.com/users/warpedclip
273,Crescendo,,United States,397.44,369.55,17.89,10,5,5,2,1,1,1,6,46.96,179.6,https://www.speedrun.com/users/Crescendo
274,limestoners,,United States,394.68,356.79,17.89,20,5,5,3,0,0,0,0,51.47,240.4,https://www.speedrun.com/users/limestoners
275,JoshKeys,,,394.46,361.83,22.63,10,8,8,2,0,0,2,2,50.15,286.13,https://www.speedrun.com/users/JoshKeys
276,Na_Brawl27,,Belgium,394.32,370.46,13.86,10,3,3,2,0,0,0,0,46.21,247.67,https://www.speedrun.com/users/Na_Brawl27
277,HorseDad,,Antarctica,393.33,367.33,16,10,4,4,2,0,0,0,0,45.49,142.75,https://www.speedrun.com/users/HorseDad
278,jiexila,,China,392.72,371.41,11.31,10,2,2,2,0,0,0,0,39.83,101.5,https://www.speedrun.com/users/jiexila
279,squarerootofsheep,,United States,391.39,365.39,16,10,4,4,2,0,0,0,0,50.3,290.5,https://www.speedrun.com/users/squarerootofsheep
280,12Vector34,,United States,389.58,365.72,13.86,10,3,3,2,0,0,0,0,42.79,103.33,https://www.speedrun.com/users/12Vector34
281,loafofbred98,,United States,385.39,359.39,16,10,4,4,2,0,0,0,0,47.27,138.75,https://www.speedrun.com/users/loafofbred98
282,SuperOscar,,Taiwan,381.49,357.63,13.86,10,3,3,2,0,0,0,0,44.57,225.33,https://www.speedrun.com/users/SuperOscar
283,ProNoahh,,United States,378.68,350.79,17.89,10,5,5,2,0,0,0,0,47.29,121.4,https://www.speedrun.com/users/ProNoahh
284,mav6771,,United States,377.39,329.5,17.89,30,5,5,4,0,0,0,0,42.1,74.6,https://www.speedrun.com/users/mav6771
285,LegoMyEggo_77,,United States,376.33,355.02,11.31,10,2,2,2,0,0,0,0,38.69,102.5,https://www.speedrun.com/users/LegoMyEggo_77
286,VolcoPlays,,Australia,374.42,343.25,21.17,10,7,7,2,0,0,0,0,52.61,268.57,https://www.speedrun.com/users/VolcoPlays
287,DodgemasterDooley,,United States,372.75,291.96,40.79,40,26,26,5,0,0,3,3,62.83,97.62,https://www.speedrun.com/users/DodgemasterDooley
288,RetroTimes,,Philippines,371.11,345.11,16,10,4,4,2,0,0,0,0,45.62,164.75,https://www.speedrun.com/users/RetroTimes
289,JetPlayzMC,,Philippines,370.57,342.68,17.89,10,5,5,2,0,0,0,0,49.45,322.4,https://www.speedrun.com/users/JetPlayzMC
290,rosswhy,,United States,368.06,325.43,22.63,20,8,8,3,0,0,0,0,54.42,196.88,https://www.speedrun.com/users/rosswhy
291,StuckInAPlate,,United States,366.4,345.09,11.31,10,2,2,2,0,0,0,0,36.89,62.5,https://www.speedrun.com/users/StuckInAPlate
292,Leendore,,United States,363.53,342.22,11.31,10,2,2,2,0,1,1,3,33.7,89,https://www.speedrun.com/users/Leendore
293,baXschi,,Germany,363.37,332.2,21.17,10,7,7,2,0,0,1,1,48.51,164.86,https://www.speedrun.com/users/baXschi
294,pi3point14,,United States,361.29,337.43,13.86,10,3,3,2,0,0,0,0,39.41,114.67,https://www.speedrun.com/users/pi3point14
295,LucasWiese6,,Germany,360.85,303.14,27.71,30,12,12,4,0,0,0,0,55.47,233.17,https://www.speedrun.com/users/LucasWiese6
296,Binski48,,Canada,360.24,338.93,11.31,10,2,2,2,0,0,0,0,37.74,166,https://www.speedrun.com/users/Binski48
297,ItzFallenFly,,Russia,359.12,333.12,16,10,4,4,2,0,0,0,0,46.61,259,https://www.speedrun.com/users/ItzFallenFly
298,jmisugi,,Spain,359.12,329.52,19.6,10,6,6,2,0,0,0,0,50.8,240.83,https://www.speedrun.com/users/jmisugi
299,winbag4,,United States,358.04,346.73,11.31,0,2,2,1,0,0,0,0,37.82,102.5,https://www.speedrun.com/users/winbag4
300,bissmark,,Canada,356.51,342.65,13.86,0,3,3,1,0,0,0,0,41.89,138.33,https://www.speedrun.com/users/bissmark
301,hotarubi_ta,,Japan,355.7,329.7,16,10,4,4,2,0,0,0,0,39.44,34.5,https://www.speedrun.com/users/hotarubi_ta
302,KilleDragon,,Basque Country,355.44,322.81,22.63,10,8,8,2,0,0,1,1,48.28,210.38,https://www.speedrun.com/users/KilleDragon
303,Nagol64m,,United States,355.09,331.23,13.86,10,3,3,2,0,0,0,0,40.11,126,https://www.speedrun.com/users/Nagol64m
304,londonb415,,Japan,354.81,326.92,17.89,10,5,5,2,0,1,4,6,35.21,17.8,https://www.speedrun.com/users/londonb415
305,Darpey,,United States,352.59,326.59,16,10,4,4,2,0,0,0,0,41.65,187.25,https://www.speedrun.com/users/Darpey
306,averagespeedru,,Ireland,351.51,321.91,19.6,10,6,6,2,0,0,0,0,51.69,282.5,https://www.speedrun.com/users/averagespeedru
307,Sieverts,,Canada,351.36,330.05,11.31,10,2,2,2,0,0,0,0,36.92,126,https://www.speedrun.com/users/Sieverts
308,wes,,Japan,350.62,329.31,11.31,10,2,2,2,0,0,0,0,37.09,205,https://www.speedrun.com/users/wes
309,Linoke,,Germany,348.43,315.8,22.63,10,8,8,2,0,0,0,0,51.04,247.25,https://www.speedrun.com/users/Linoke
310,meanfaceearl,,United States,347.93,324.07,13.86,10,3,3,2,0,0,0,0,40.12,195,https://www.speedrun.com/users/meanfaceearl
311,drimys,,United States,346.79,314.16,22.63,10,8,8,2,0,0,0,0,53.98,277.63,https://www.speedrun.com/users/drimys
312,sowinotsowi,,Philippines,346.72,322.86,13.86,10,3,3,2,0,0,0,0,41.5,229.33,https://www.speedrun.com/users/sowinotsowi
313,javignacio,,Chile,345.54,297.65,17.89,30,5,5,4,0,0,0,0,42.81,157.2,https://www.speedrun.com/users/javignacio
314,natgoesfast,,Québec,342.11,316.11,16,10,4,4,2,0,0,0,0,42.46,227,https://www.speedrun.com/users/natgoesfast
315,SusGamer3208,,Germany,341.86,310.69,21.17,10,7,7,2,0,0,1,1,47.37,237.14,https://www.speedrun.com/users/SusGamer3208
316,cpt32,,China,340.67,311.07,19.6,10,6,6,2,0,0,0,0,43.4,202.67,https://www.speedrun.com/users/cpt32
317,stevenjocker,,Taiwan,339.33,328.02,11.31,0,2,2,1,0,0,0,0,36.77,215,https://www.speedrun.com/users/stevenjocker
318,Nicholas_7r,,United States,336.28,305.11,21.17,10,7,7,2,0,0,0,0,50.83,210.29,https://www.speedrun.com/users/Nicholas_7r
319,bchelf,,United States,332.61,308.75,13.86,10,3,3,2,0,0,0,0,35.72,129.33,https://www.speedrun.com/users/bchelf
320,BigJon,,United States,332.57,298.57,24,10,9,9,2,0,1,6,8,37.43,9.44,https://www.speedrun.com/users/BigJon
321,chickenboss36,,United States,331.85,310.54,11.31,10,2,2,2,0,0,0,0,36.45,258,https://www.speedrun.com/users/chickenboss36
322,Millionth_Jack,,United States,330.73,306.87,13.86,10,3,3,2,0,0,0,0,40.43,341,https://www.speedrun.com/users/Millionth_Jack
323,dodtrot4,,,329.42,308.11,11.31,10,2,2,2,0,0,0,0,35.68,232,https://www.speedrun.com/users/dodtrot4
324,HIKARU,,South Korea,326.23,282.23,24,20,9,9,3,0,0,1,1,49.14,135.22,https://www.speedrun.com/users/HIKARU
325,Nev09,,Finland,322.82,301.51,11.31,10,2,2,2,0,0,0,0,35.14,279,https://www.speedrun.com/users/Nev09
326,ohon,,Japan,321.3,299.99,11.31,10,2,2,2,0,0,0,0,32.57,86,https://www.speedrun.com/users/ohon
327,Zzz_pc,,Japan,319.65,295.79,13.86,10,3,3,2,0,0,1,1,32.93,27.67,https://www.speedrun.com/users/Zzz_pc
328,esmo88,,United States,317.31,291.31,16,10,4,4,2,0,0,0,0,40.51,192.5,https://www.speedrun.com/users/esmo88
329,Pladask,,Norway,316.27,282.41,13.86,20,3,3,3,0,0,1,1,33.32,88.33,https://www.speedrun.com/users/Pladask
330,Koopaoto,,United States,314.94,303.63,11.31,0,2,2,1,0,0,1,1,32.82,172.5,https://www.speedrun.com/users/Koopaoto
331,KvinNau,,,314.94,285.34,19.6,10,6,6,2,0,0,0,0,45.36,242,https://www.speedrun.com/users/KvinNau
332,abrahamw999,,United States,314.11,290.25,13.86,10,3,3,2,0,0,0,0,39.6,368,https://www.speedrun.com/users/abrahamw999
333,Billybob157,,United States,313.38,287.38,16,10,4,4,2,0,0,0,0,41.93,350.25,https://www.speedrun.com/users/Billybob157
334,JonsNerdRage,,United States,311.33,271.73,19.6,20,6,6,3,0,0,2,2,42.62,201.33,https://www.speedrun.com/users/JonsNerdRage
335,Luvbaseball58,,United States,309,262.47,26.53,20,11,11,3,0,0,0,0,50.03,202.09,https://www.speedrun.com/users/Luvbaseball58
336,speedchess,,,308.14,286.83,11.31,10,2,2,2,0,0,0,0,34.63,360.5,https://www.speedrun.com/users/speedchess
337,shar63,,Russia,307.68,286.37,11.31,10,2,2,2,0,0,0,0,33.94,208,https://www.speedrun.com/users/shar63
338,Baddap1,,Chile,303.35,279.49,13.86,10,3,3,2,0,0,0,0,37.88,301.67,https://www.speedrun.com/users/Baddap1
339,SUNNYblue,,Taiwan,302.88,261.71,21.17,20,7,7,3,0,0,0,0,47.35,276.86,https://www.speedrun.com/users/SUNNYblue
340,JohnBarosa,,United States,302.72,278.86,13.86,10,3,3,2,0,0,0,0,38.62,442,https://www.speedrun.com/users/JohnBarosa
341,Jack_R,,United States,301.78,280.47,11.31,10,2,2,2,0,0,0,0,33.48,215.5,https://www.speedrun.com/users/Jack_R
342,KevinD3Large,,Colombia,301.47,275.47,16,10,4,4,2,0,0,0,0,40.64,368.75,https://www.speedrun.com/users/KevinD3Large
343,Omar,,United States,300.5,262.61,17.89,20,5,5,3,0,0,0,0,41.35,285.2,https://www.speedrun.com/users/Omar
344,100COOKIES,,United States,300.31,279,11.31,10,2,2,2,0,0,0,0,33.52,233,https://www.speedrun.com/users/100COOKIES
345,cameron_i_guess,,United States,299.74,271.85,17.89,10,5,5,2,0,0,0,0,40.14,331.4,https://www.speedrun.com/users/cameron_i_guess
346,skyehoppers,,United States,299.19,285.33,13.86,0,3,3,1,0,0,0,0,37.16,223.67,https://www.speedrun.com/users/skyehoppers
347,DaDonch44,,United States,299.06,283.06,16,0,4,4,1,0,0,0,0,37.97,205.75,https://www.speedrun.com/users/DaDonch44
348,iLifeline1,,United States,298.56,277.25,11.31,10,2,2,2,0,0,0,0,33.88,389,https://www.speedrun.com/users/iLifeline1
349,Vireth,,France,298.55,277.24,11.31,10,2,2,2,0,0,0,0,33.27,223.5,https://www.speedrun.com/users/Vireth
350,mruns,,Mexico,298.04,280.15,17.89,0,5,5,1,0,0,1,1,39.1,126.2,https://www.speedrun.com/users/mruns
351,Tadcoco,,United States,297.92,276.61,11.31,10,2,2,2,0,0,0,0,33.43,253.5,https://www.speedrun.com/users/Tadcoco
352,hamakawaii,,United States,297.31,269.42,17.89,10,5,5,2,0,0,0,0,40.59,195.6,https://www.speedrun.com/users/hamakawaii
353,Asierc1703,,Spain,297.07,273.21,13.86,10,3,3,2,0,0,0,0,37.63,344,https://www.speedrun.com/users/Asierc1703
354,TribilinPlays,,Uzbekistan,295.71,256.11,19.6,20,6,6,3,0,0,2,2,39.38,221.17,https://www.speedrun.com/users/TribilinPlays
355,Cokalhado,,Brazil,295.01,283.7,11.31,0,2,2,1,0,0,0,0,33.52,192,https://www.speedrun.com/users/Cokalhado
356,Oshiruko_RTA,,Japan,294.26,248.96,25.3,20,10,10,3,0,0,0,0,47.96,214.3,https://www.speedrun.com/users/Oshiruko_RTA
357,Summoningsalt,,United States,293.75,282.44,11.31,0,2,2,1,0,0,0,0,33.15,174.5,https://www.speedrun.com/users/Summoningsalt
358,brunob2004,,Brazil,292.35,266.35,16,10,4,4,2,0,0,0,0,39.21,344.25,https://www.speedrun.com/users/brunob2004
359,ymgc,,Japan,292.21,266.21,16,10,4,4,2,0,0,0,0,34.67,35,https://www.speedrun.com/users/ymgc
360,Lord_SpaceCadet,,United States,292.15,270.84,11.31,10,2,2,2,0,0,0,0,32.85,239.5,https://www.speedrun.com/users/Lord_SpaceCadet
361,LeoTheFeeder,,Greece,291.4,261.8,19.6,10,6,6,2,0,0,0,0,43.22,250.17,https://www.speedrun.com/users/LeoTheFeeder
362,CyanogenSm64,,Uzbekistan,290.23,268.92,11.31,10,2,2,2,0,0,0,0,29.49,42,https://www.speedrun.com/users/CyanogenSm64
363,Carancool,,France,290.16,252.27,17.89,20,5,5,3,0,0,0,0,34.71,330,https://www.speedrun.com/users/Carancool
364,DevRay,,England,289.18,265.32,13.86,10,3,3,2,0,0,0,0,37.17,308,https://www.speedrun.com/users/DevRay
365,Gigawatt88mph,,United States,289.12,267.81,11.31,10,2,2,2,0,0,0,0,33.25,399.5,https://www.speedrun.com/users/Gigawatt88mph
366,zayspeedruns,,United States,288.07,266.76,11.31,10,2,2,2,0,0,0,0,32.21,223,https://www.speedrun.com/users/zayspeedruns
367,Forkman,,,287.81,266.5,11.31,10,2,2,2,0,0,0,0,32.56,250.5,https://www.speedrun.com/users/Forkman
368,Engage,,France,287.78,266.47,11.31,10,2,2,2,0,0,0,0,32.29,229,https://www.speedrun.com/users/Engage
369,_SSoup,,Israel,287.73,263.87,13.86,10,3,3,2,0,0,0,0,33.47,375.67,https://www.speedrun.com/users/_SSoup
370,HarrisonSR_,,Canada,286.1,274.79,11.31,0,2,2,1,0,0,0,0,33.03,262,https://www.speedrun.com/users/HarrisonSR_
371,Avid_Ames,,United States,284.43,273.12,11.31,0,2,2,1,0,0,0,0,32.13,176.5,https://www.speedrun.com/users/Avid_Ames
372,Mondii,,Finland,284.15,262.84,11.31,10,2,2,2,0,0,0,0,32.05,238,https://www.speedrun.com/users/Mondii
373,Majoog,,South Korea,282.94,271.63,11.31,0,2,2,1,0,0,0,0,32.52,203,https://www.speedrun.com/users/Majoog
374,robjbeasley,,United Kingdom,282.49,271.18,11.31,0,2,2,1,0,0,0,0,32.78,232.5,https://www.speedrun.com/users/robjbeasley
375,COOLKID,,Sweden,281.25,259.94,11.31,10,2,2,2,0,0,0,0,30.4,133.5,https://www.speedrun.com/users/COOLKID
376,raids_shine,,Japan,281.14,220.16,30.98,30,15,15,4,0,0,1,1,41.19,182.33,https://www.speedrun.com/users/raids_shine
377,JoeTG9,,,280.53,256.67,13.86,10,3,3,2,0,0,0,0,35.45,396.33,https://www.speedrun.com/users/JoeTG9
378,sYn,,United States,279.84,231.95,17.89,30,5,5,4,0,0,1,1,36.01,207,https://www.speedrun.com/users/sYn
379,OldschoolRich,,Sweden,278.7,267.39,11.31,0,2,2,1,0,0,0,0,32.67,278.5,https://www.speedrun.com/users/OldschoolRich
380,Oknytt1,,Sweden,278.65,257.34,11.31,10,2,2,2,0,0,0,0,32.62,387.5,https://www.speedrun.com/users/Oknytt1
381,Fleabetto,,Italy,277.82,263.96,13.86,0,3,3,1,0,0,0,0,34.46,258,https://www.speedrun.com/users/Fleabetto
382,BurgerFan27,,United States,275.46,247.57,17.89,10,5,5,2,0,0,0,0,37.5,236.2,https://www.speedrun.com/users/BurgerFan27
383,jabahh,,Italy,275.45,264.14,11.31,0,2,2,1,0,0,0,0,31.15,117,https://www.speedrun.com/users/jabahh
384,seruran_blue,,Japan,274.73,245.13,19.6,10,6,6,2,0,0,1,1,39.13,191,https://www.speedrun.com/users/seruran_blue
385,Gekki,,Netherlands,273.63,249.77,13.86,10,3,3,2,0,0,0,0,32.54,346,https://www.speedrun.com/users/Gekki
386,Morbster,,United States,273.44,262.13,11.31,0,2,2,1,0,0,0,0,32.26,275,https://www.speedrun.com/users/Morbster
