Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
2254,Lunaria1,,France,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/Lunaria1
2255,Mariobat,,United States,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/Mariobat
2256,Miles4602_Gaming,,England,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/Miles4602_Gaming
2257,OneHand060127,,South Korea,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/OneHand060127
2258,Philnemba,,United States,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/Philnemba
2259,roobat,,Esperanto,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/roobat
2260,Scrapz,,,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/Scrapz
2261,tranceking26,,England,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/tranceking26
2262,wariotime360,,Australia,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/wariotime360
2263,WavyJay,,Canada,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/WavyJay
2264,WolfetteChan,,United States,18.56,10.56,8,0,1,1,1,0,0,0,0,3.6,572,https://www.speedrun.com/users/WolfetteChan
2265,ScrandyB,,United States,18.5,10.5,8,0,1,1,1,0,0,1,1,1.61,4,https://www.speedrun.com/users/ScrandyB
2266,Diggwig,,United States,18.47,10.47,8,0,1,1,1,0,0,0,0,2.94,75,https://www.speedrun.com/users/Diggwig
2267,ShakeDenFidgetGaming,,Germany,18.47,10.47,8,0,1,1,1,0,0,0,0,2.94,75,https://www.speedrun.com/users/ShakeDenFidgetGaming
2268,devwizard64,,United States,18.11,10.11,8,0,1,1,1,0,0,0,0,3.3,283,https://www.speedrun.com/users/devwizard64
2269,MrIanI,,United States,18.11,10.11,8,0,1,1,1,0,0,0,0,3.3,283,https://www.speedrun.com/users/MrIanI
2270,allbust,,,18.09,10.09,8,0,1,1,1,0,0,0,0,3.79,1616,https://www.speedrun.com/users/allbust
2271,Bombs,,United States,18.09,10.09,8,0,1,1,1,0,0,0,0,3.79,1616,https://www.speedrun.com/users/Bombs
2272,codeinuse,,,18.09,10.09,8,0,1,1,1,0,0,0,0,3.79,1616,https://www.speedrun.com/users/codeinuse
2273,Jack1500,,United States,18.09,10.09,8,0,1,1,1,0,0,0,0,3.79,1616,https://www.speedrun.com/users/Jack1500
2274,JackalJukovsky,,Poland,17.94,6.63,11.31,0,2,2,1,0,0,0,0,3.31,922,https://www.speedrun.com/users/JackalJukovsky
2275,sang41dz,,Vietnam,17.88,9.88,8,0,1,1,1,0,0,0,0,3.33,370,https://www.speedrun.com/users/sang41dz
2276,AntoineLadouceur,,Canada,17.85,9.85,8,0,1,1,1,0,0,0,0,3.74,1620,https://www.speedrun.com/users/AntoineLadouceur
2277,ariapath,,Australia,17.85,9.85,8,0,1,1,1,0,0,0,0,3.74,1620,https://www.speedrun.com/users/ariapath
2278,Particular18,,Ecuador,17.85,9.85,8,0,1,1,1,0,0,0,0,3.74,1620,https://www.speedrun.com/users/Particular18
2279,spins,,,17.85,9.85,8,0,1,1,1,0,0,0,0,3.74,1620,https://www.speedrun.com/users/spins
2280,Kitcot,,United Kingdom,17.5,9.5,8,0,1,1,1,0,0,0,0,3.66,1626,https://www.speedrun.com/users/Kitcot
2281,madezio2,,Argentina,17.5,9.5,8,0,1,1,1,0,0,0,0,3.66,1626,https://www.speedrun.com/users/madezio2
2282,obispo2,,Argentina,17.5,9.5,8,0,1,1,1,0,0,0,0,3.66,1626,https://www.speedrun.com/users/obispo2
2283,OddHour,,United States,17.5,9.5,8,0,1,1,1,0,0,0,0,3.66,1626,https://www.speedrun.com/users/OddHour
2284,BigBoi,,Antarctica,17.35,9.35,8,0,1,1,1,0,0,0,0,2.98,162,https://www.speedrun.com/users/BigBoi
2285,Greg_W_B,,United States,17.27,9.27,8,0,1,1,1,0,0,0,0,3.61,1630,https://www.speedrun.com/users/Greg_W_B
2286,jackmallas,,,17.27,9.27,8,0,1,1,1,0,0,0,0,3.61,1630,https://www.speedrun.com/users/jackmallas
2287,spoogz,,Canada,17.27,9.27,8,0,1,1,1,0,0,0,0,3.61,1630,https://www.speedrun.com/users/spoogz
2288,TrappedInOblivion,,United States,17.27,9.27,8,0,1,1,1,0,0,0,0,3.61,1630,https://www.speedrun.com/users/TrappedInOblivion
2289,Slow_s197,,United States,17.25,9.25,8,0,1,1,1,0,0,0,0,3.2,373,https://www.speedrun.com/users/Slow_s197
2290,Chriskeygamer,,Spain,17.1,5.79,11.31,0,2,2,1,0,0,0,0,3.03,930,https://www.speedrun.com/users/Chriskeygamer
2291,skydtm,,Japan,16.98,8.98,8,0,1,1,1,0,0,0,0,2.84,131,https://www.speedrun.com/users/skydtm
2292,No_Mario,,United States,16.97,5.66,11.31,0,2,2,1,0,0,0,0,2.57,528,https://www.speedrun.com/users/No_Mario
2293,CaptainEmu,,Denmark,16.9,8.9,8,0,1,1,1,0,0,0,0,2.67,77,https://www.speedrun.com/users/CaptainEmu
2294,xave206,,Australia,16.9,8.9,8,0,1,1,1,0,0,0,0,2.67,77,https://www.speedrun.com/users/xave206
2295,Bruppsala,,Germany,16.87,8.87,8,0,1,1,1,0,0,0,0,3.51,1637,https://www.speedrun.com/users/Bruppsala
2296,DanyaChan,,Russia,16.87,8.87,8,0,1,1,1,0,0,0,0,3.51,1637,https://www.speedrun.com/users/DanyaChan
2297,SpeedruningDuck,,Canada,16.85,2.99,13.86,0,3,3,1,0,0,0,0,2.19,428.67,https://www.speedrun.com/users/SpeedruningDuck
2298,HornetOLC,,,16.8,8.8,8,0,1,1,1,0,0,1,1,1.52,10,https://www.speedrun.com/users/HornetOLC
2299,SciFread,,Québec,16.77,8.77,8,0,1,1,1,0,0,0,0,3.07,330,https://www.speedrun.com/users/SciFread
2300,APersonThatsPerson,,United States,16.75,0.75,16,0,4,4,1,0,0,0,0,1.08,658.75,https://www.speedrun.com/users/APersonThatsPerson
2301,DpadSensei,,Québec,16.74,5.43,11.31,0,2,2,1,0,0,0,0,3.22,977.5,https://www.speedrun.com/users/DpadSensei
2302,Elipsis,,United States,16.64,8.64,8,0,1,1,1,0,0,0,0,3.46,1641,https://www.speedrun.com/users/Elipsis
2303,GrimmChiefer1984,,United States,16.64,8.64,8,0,1,1,1,0,0,0,0,3.46,1641,https://www.speedrun.com/users/GrimmChiefer1984
2304,SMAAASH67,,United States,16.64,8.64,8,0,1,1,1,0,0,0,0,3.08,376,https://www.speedrun.com/users/SMAAASH67
2305,yero_,,United States,16.64,8.64,8,0,1,1,1,0,0,0,0,3.46,1641,https://www.speedrun.com/users/yero_
2306,Vstriker,,United States,16.54,8.54,8,0,1,1,1,0,0,0,0,2.68,100,https://www.speedrun.com/users/Vstriker
2307,MisterSensitive,,United States,16.5,5.19,11.31,0,2,2,1,0,0,0,0,3.11,993,https://www.speedrun.com/users/MisterSensitive
2308,Cyriss_Zeal,,United States,16.42,8.42,8,0,1,1,1,0,0,0,0,3.41,1645,https://www.speedrun.com/users/Cyriss_Zeal
2309,joj1,,United States,16.42,8.42,8,0,1,1,1,0,0,0,0,3.41,1645,https://www.speedrun.com/users/joj1
2310,Twyn_o,,France,16.42,8.42,8,0,1,1,1,0,0,0,0,3.41,1645,https://www.speedrun.com/users/Twyn_o
2311,NinShado,,England,16.41,5.1,11.31,0,2,2,1,0,0,0,0,2.24,235.5,https://www.speedrun.com/users/NinShado
2312,kasmonmon,,Japan,16.25,8.25,8,0,1,1,1,0,0,0,0,3.37,1648,https://www.speedrun.com/users/kasmonmon
2313,Kendroid,,United States,16.23,8.23,8,0,1,1,1,0,0,0,0,2.8,186,https://www.speedrun.com/users/Kendroid
2314,Karow,,France,16.2,8.2,8,0,1,1,1,0,0,0,0,3.36,1649,https://www.speedrun.com/users/Karow
2315,Yizo64,,Switzerland,16.2,8.2,8,0,1,1,1,0,0,0,0,3.36,1649,https://www.speedrun.com/users/Yizo64
2316,Kilvearn,,France,16.17,8.17,8,0,1,1,1,0,0,0,0,2,14,https://www.speedrun.com/users/Kilvearn
2317,EBND,,United States,16.06,8.06,8,0,1,1,1,0,0,0,0,2.88,291,https://www.speedrun.com/users/EBND
2318,kirbydirby,,Lithuania,16.06,8.06,8,0,1,1,1,0,0,0,0,2.88,291,https://www.speedrun.com/users/kirbydirby
2319,notitsam,,United States,16.06,4.75,11.31,0,2,2,1,0,0,0,0,2.58,326,https://www.speedrun.com/users/notitsam
2320,dainius,,Lithuania,16.04,2.18,13.86,0,3,3,1,0,0,0,0,1.42,221.67,https://www.speedrun.com/users/dainius
2321,Robitalion,,Germany,15.99,7.99,8,0,1,1,1,0,0,0,0,2.31,40,https://www.speedrun.com/users/Robitalion
2322,CrimsonStyle,,Québec,15.98,7.98,8,0,1,1,1,0,0,0,0,3.3,1653,https://www.speedrun.com/users/CrimsonStyle
2323,LanceDaughtridge,,United States,15.98,7.98,8,0,1,1,1,0,0,0,0,3.3,1653,https://www.speedrun.com/users/LanceDaughtridge
2324,tinahacks,,Finland,15.98,7.98,8,0,1,1,1,0,0,0,0,3.3,1653,https://www.speedrun.com/users/tinahacks
2325,Parkraft123,,Canada,15.88,7.88,8,0,1,1,1,0,0,0,0,2.88,334,https://www.speedrun.com/users/Parkraft123
2326,Fogi,,Austria,15.87,7.87,8,0,1,1,1,0,0,0,0,2.73,187,https://www.speedrun.com/users/Fogi
2327,brandoncmaximum,,United States,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/brandoncmaximum
2328,Creepiumgamer,,United States,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/Creepiumgamer
2329,DocteurPi,,France,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/DocteurPi
2330,ElliotEGS,,England,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/ElliotEGS
2331,Seirea,,United States,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/Seirea
2332,UnrealEGelio,,Chile,15.82,7.82,8,0,1,1,1,0,0,0,0,3.26,1656,https://www.speedrun.com/users/UnrealEGelio
2333,Lawso,,United States,15.67,7.67,8,0,1,1,1,0,0,0,0,2.83,335,https://www.speedrun.com/users/Lawso
2334,StarlyTTV,,Switzerland,15.55,7.55,8,0,1,1,1,0,0,0,0,2.57,134,https://www.speedrun.com/users/StarlyTTV
2335,_MXxTeN_,,Japan,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/_MXxTeN_
2336,Anevinwey,,United States,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/Anevinwey
2337,azalean_fields,,Poland,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/azalean_fields
2338,GameNerd607,,Australia,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/GameNerd607
2339,jayhd,,Australia,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/jayhd
2340,kimchi2059,,Japan,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/kimchi2059
2341,KOFUKOFUKOFUKOFUKOFUKOFUKOFU,,Russia,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/KOFUKOFUKOFUKOFUKOFUKOFUKOFU
2342,m_riss,,United States,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/m_riss
2343,MigueR34,,Mexico,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/MigueR34
2344,nebneb5000,,Brazil,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/nebneb5000
2345,Noobish.,,Turkey,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/Noobish.
2346,ThePlayerRolo,,United States,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/ThePlayerRolo
2347,WiiUOwner,,United States,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/WiiUOwner
2348,Zemorin,,France,15.48,7.48,8,0,1,1,1,0,0,0,0,2.94,594,https://www.speedrun.com/users/Zemorin
2349,Gameaholic2D,,United States,15.46,7.46,8,0,1,1,1,0,0,0,0,2.79,336,https://www.speedrun.com/users/Gameaholic2D
2350,BIanky,,United States,15.4,7.4,8,0,1,1,1,0,0,0,0,2.05,24,https://www.speedrun.com/users/BIanky
2351,Nterekios,,Greece,15.39,7.39,8,0,1,1,1,0,0,0,0,3.16,1664,https://www.speedrun.com/users/Nterekios
2352,OumaGwen,,South Africa,15.39,7.39,8,0,1,1,1,0,0,0,0,3.16,1664,https://www.speedrun.com/users/OumaGwen
2353,sambrezo,,Germany,15.39,7.39,8,0,1,1,1,0,0,0,0,3.16,1664,https://www.speedrun.com/users/sambrezo
2354,secondplace,,,15.37,7.37,8,0,1,1,1,0,0,0,0,2.46,102,https://www.speedrun.com/users/secondplace
2355,RetroBit,,United States,15.28,3.97,11.31,0,2,2,1,0,0,0,0,2.65,988,https://www.speedrun.com/users/RetroBit
2356,JoeyGamer95,,Catalonia,15.18,7.18,8,0,1,1,1,0,0,0,0,3.11,1668,https://www.speedrun.com/users/JoeyGamer95
2357,Torenu,,Russia,15.18,7.18,8,0,1,1,1,0,0,0,0,3.11,1668,https://www.speedrun.com/users/Torenu
2358,Caius_the_gamer,,United States,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/Caius_the_gamer
2359,DragnHntr,,United States,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/DragnHntr
2360,InstantTrain,,United States,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/InstantTrain
2361,momoyoder,,Germany,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/momoyoder
2362,Wannabebassist2,,England,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/Wannabebassist2
2363,WMD_88,,United States,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/WMD_88
2364,Xatulu,,Germany,15.08,7.08,8,0,1,1,1,0,0,0,0,3.08,1670,https://www.speedrun.com/users/Xatulu
2365,Mausezahn,,Germany,15,3.69,11.31,0,2,2,1,0,0,0,0,2.09,536.5,https://www.speedrun.com/users/Mausezahn
2366,bluesaint,,Sweden,14.96,6.96,8,0,1,1,1,0,0,0,0,2.39,107,https://www.speedrun.com/users/bluesaint
2367,Steviekloon,,United States,14.91,6.91,8,0,1,1,1,0,0,0,0,2.7,385,https://www.speedrun.com/users/Steviekloon
2368,Cyannino,,,14.87,6.87,8,0,1,1,1,0,0,0,0,2.63,296,
2369,JML,,England,14.87,6.87,8,0,1,1,1,0,0,0,0,2.63,296,https://www.speedrun.com/users/JML
2370,KujoSan,,England,14.87,6.87,8,0,1,1,1,0,0,0,0,2.63,296,https://www.speedrun.com/users/KujoSan
2371,someboy,,England,14.87,6.87,8,0,1,1,1,0,0,0,0,2.63,296,https://www.speedrun.com/users/someboy
2372,Yeti2031.,,Poland,14.87,6.87,8,0,1,1,1,0,0,0,0,2.63,296,https://www.speedrun.com/users/Yeti2031.
2373,JackTheHack,,United States,14.79,3.48,11.31,0,2,2,1,0,0,0,0,2.37,538,https://www.speedrun.com/users/JackTheHack
2374,PizzaKingX,,United Kingdom,14.75,6.75,8,0,1,1,1,0,0,0,0,2.27,80,https://www.speedrun.com/users/PizzaKingX
2375,neonstreetlight,,United States,14.69,6.69,8,0,1,1,1,0,0,0,0,1.83,17,https://www.speedrun.com/users/neonstreetlight
2376,chronoon,,United States,14.67,6.67,8,0,1,1,1,0,0,0,0,2.97,1678,https://www.speedrun.com/users/chronoon
2377,Salais_S,,Mexico,14.66,6.66,8,0,1,1,1,0,0,0,0,2.39,136,https://www.speedrun.com/users/Salais_S
2378,Bahemut,,United States,14.62,6.62,8,0,1,1,1,0,0,0,0,2.96,1679,https://www.speedrun.com/users/Bahemut
2379,ItsAlti,,United States,14.62,6.62,8,0,1,1,1,0,0,0,0,2.96,1679,https://www.speedrun.com/users/ItsAlti
2380,MangoMario2,,Zimbabwe,14.62,6.62,8,0,1,1,1,0,0,0,0,2.96,1679,https://www.speedrun.com/users/MangoMario2
2381,Ushikagu,,Québec,14.62,6.62,8,0,1,1,1,0,0,0,0,2.96,1679,https://www.speedrun.com/users/Ushikagu
2382,Blazeingphoenix,,United States,14.42,6.42,8,0,1,1,1,0,0,0,0,2.91,1683,https://www.speedrun.com/users/Blazeingphoenix
2383,rubienlily,,Vietnam,14.42,6.42,8,0,1,1,1,0,0,0,0,2.91,1683,https://www.speedrun.com/users/rubienlily
2384,Calebhart42,,,14.29,6.29,8,0,1,1,1,0,0,0,0,1.78,18,
2385,Daekwon_M,,United States,14.28,0.42,13.86,0,3,3,1,0,0,0,0,0.67,748.67,https://www.speedrun.com/users/Daekwon_M
2386,WDN2010,,Russia,14.27,6.27,8,0,1,1,1,0,0,0,0,2.87,1686,https://www.speedrun.com/users/WDN2010
2387,8_Bit_Chris,,United States,14.23,6.23,8,0,1,1,1,0,0,0,0,2.85,1687,https://www.speedrun.com/users/8_Bit_Chris
2388,brengang,,United States,14.23,6.23,8,0,1,1,1,0,0,0,0,2.85,1687,https://www.speedrun.com/users/brengang
2389,Playz,,,14.23,6.23,8,0,1,1,1,0,0,0,0,2.85,1687,https://www.speedrun.com/users/Playz
2390,Rattenblut,,Germany,14.23,6.23,8,0,1,1,1,0,0,0,0,2.29,137,https://www.speedrun.com/users/Rattenblut
2391,Soluss,,United States,14.19,2.88,11.31,0,2,2,1,0,0,0,0,1.69,245,https://www.speedrun.com/users/Soluss
2392,SebMatey,,United Kingdom,14.09,6.09,8,0,1,1,1,0,0,0,0,2.14,81,https://www.speedrun.com/users/SebMatey
2393,jayrock,,United States,14.03,6.03,8,0,1,1,1,0,0,0,0,2.8,1691,https://www.speedrun.com/users/jayrock
2394,TheHazMan00,,United States,14.03,6.03,8,0,1,1,1,0,0,0,0,2.8,1691,https://www.speedrun.com/users/TheHazMan00
2395,Smmisawsome,,England,13.9,5.9,8,0,1,1,1,0,0,0,0,2.27,171,https://www.speedrun.com/users/Smmisawsome
2396,nevek,,Québec,13.89,5.89,8,0,1,1,1,0,0,0,0,2.76,1694,https://www.speedrun.com/users/nevek
2397,pikmin6000,,United States,13.89,5.89,8,0,1,1,1,0,0,0,0,2.76,1694,https://www.speedrun.com/users/pikmin6000
2398,Claireic,,United States,13.85,5.85,8,0,1,1,1,0,0,0,0,2.42,344,https://www.speedrun.com/users/Claireic
2399,MysticTorres,,United States,13.85,5.85,8,0,1,1,1,0,0,0,0,2.42,344,https://www.speedrun.com/users/MysticTorres
2400,AnthonyForge,,China,13.78,2.47,11.31,0,2,2,1,0,0,0,0,1.82,542,https://www.speedrun.com/users/AnthonyForge
2401,BinaryDragon,,United States,13.74,5.74,8,0,1,1,1,0,0,0,0,2.72,1697,https://www.speedrun.com/users/BinaryDragon
2402,Firelemon,,South Korea,13.74,5.74,8,0,1,1,1,0,0,0,0,2.72,1697,https://www.speedrun.com/users/Firelemon
2403,RallyGuy,,United States,13.74,5.74,8,0,1,1,1,0,0,0,0,2.72,1697,https://www.speedrun.com/users/RallyGuy
2404,1nc00r3ctLOVE,,Russia,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/1nc00r3ctLOVE
2405,AMG_AceMS,,,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,
2406,Blob_156,,England,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Blob_156
2407,Halli,,Iceland,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Halli
2408,Joaomascared,,Brazil,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Joaomascared
2409,Mail-Main,,United States,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Mail-Main
2410,mmtheboyyy2,,United States,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/mmtheboyyy2
2411,Ninjacat7,,United States,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Ninjacat7
2412,Phloup,,Québec,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Phloup
2413,SuperOrlax,,France,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/SuperOrlax
2414,The_Enderman,,,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/The_Enderman
2415,TheLgameZ,,United States,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/TheLgameZ
2416,Windows_XP_Fan,,Germany,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/Windows_XP_Fan
2417,zaIex,,United States,13.64,5.64,8,0,1,1,1,0,0,0,0,2.49,609,https://www.speedrun.com/users/zaIex
2418,FuserGames,,Ukraine,13.51,5.51,8,0,1,1,1,0,0,0,0,2.66,1702,https://www.speedrun.com/users/FuserGames
2419,Poork,,United States,13.51,5.51,8,0,1,1,1,0,0,0,0,2.66,1702,https://www.speedrun.com/users/Poork
2420,ZeeGee_,,United States,13.51,5.51,8,0,1,1,1,0,0,0,0,2.66,1702,https://www.speedrun.com/users/ZeeGee_
2421,DonnyJoe,,United States,13.5,5.5,8,0,1,1,1,0,0,0,0,2.36,393,https://www.speedrun.com/users/DonnyJoe
2422,Masonplays3556,,United States,13.39,2.08,11.31,0,2,2,1,0,0,0,0,1.75,1009,https://www.speedrun.com/users/Masonplays3556
2423,Lohoris,,European Union,13.38,2.07,11.31,0,2,2,1,0,0,0,0,1.72,962,https://www.speedrun.com/users/Lohoris
2424,Nateorious,,United States,13.35,5.35,8,0,1,1,1,0,0,0,0,2.27,303,https://www.speedrun.com/users/Nateorious
2425,skydev,,Canada,13.35,5.35,8,0,1,1,1,0,0,0,0,2.27,303,https://www.speedrun.com/users/skydev
2426,traaays,,Austria,13.35,5.35,8,0,1,1,1,0,0,0,0,2.27,303,https://www.speedrun.com/users/traaays
2427,MasterT1988,,Germany,13.32,5.32,8,0,1,1,1,0,0,0,0,2.6,1706,https://www.speedrun.com/users/MasterT1988
2428,NENEOR,,Spain,13.32,5.32,8,0,1,1,1,0,0,0,0,2.6,1706,https://www.speedrun.com/users/NENEOR
2429,NoraScrubChan,,,13.32,5.32,8,0,1,1,1,0,0,0,0,2.6,1706,
2430,randomsmb1guy,,Turkey,13.32,5.32,8,0,1,1,1,0,0,0,0,1.64,21,https://www.speedrun.com/users/randomsmb1guy
2431,warmCabin,,United States,13.32,5.32,8,0,1,1,1,0,0,0,0,2.6,1706,https://www.speedrun.com/users/warmCabin
2432,MrStar64,,,13.23,5.23,8,0,1,1,1,0,0,0,0,2.12,173,https://www.speedrun.com/users/MrStar64
2433,x3non,,,13.23,5.23,8,0,1,1,1,0,0,0,0,2.12,173,https://www.speedrun.com/users/x3non
2434,IvanderLatidjan,,Indonesia,13.23,1.92,11.31,0,2,2,1,0,0,0,0,1.67,950.5,https://www.speedrun.com/users/IvanderLatidjan
2435,Grimslade,,,13.22,5.22,8,0,1,1,1,0,0,1,1,0.9,4,
2436,q4_kushida,,Japan,13.14,5.14,8,0,1,1,1,0,0,0,0,2.55,1710,https://www.speedrun.com/users/q4_kushida
2437,OrangePeeling,,,13.11,1.8,11.31,0,2,2,1,0,0,0,0,1.51,981,https://www.speedrun.com/users/OrangePeeling
2438,lubcho,,Bulgaria,13.05,5.05,8,0,1,1,1,0,0,0,0,2.52,1712,https://www.speedrun.com/users/lubcho
2439,Zyta,,United States,13.05,5.05,8,0,1,1,1,0,0,0,0,2.52,1712,https://www.speedrun.com/users/Zyta
2440,Pimpf98,,Germany,12.97,4.97,8,0,1,1,1,0,0,0,0,2.08,196,https://www.speedrun.com/users/Pimpf98
2441,jensj56,,Netherlands,12.94,1.63,11.31,0,2,2,1,0,0,0,0,1.2,426,https://www.speedrun.com/users/jensj56
2442,8Brick,,United States,12.92,4.92,8,0,1,1,1,0,0,0,0,2.48,1715,https://www.speedrun.com/users/8Brick
2443,exewin,,,12.92,4.92,8,0,1,1,1,0,0,0,0,2.48,1715,https://www.speedrun.com/users/exewin
2444,hey_ducky,,United States,12.92,4.92,8,0,1,1,1,0,0,0,0,2.18,349,https://www.speedrun.com/users/hey_ducky
2445,AntBlueR,,Brazil,12.9,1.59,11.31,0,2,2,1,0,0,0,0,1.19,137.5,https://www.speedrun.com/users/AntBlueR
2446,BigThiccBlissey,,Canada,12.78,4.78,8,0,1,1,1,0,0,0,0,2.44,1718,https://www.speedrun.com/users/BigThiccBlissey
2447,kewl_n_all,,United States,12.78,4.78,8,0,1,1,1,0,0,0,0,2.44,1718,https://www.speedrun.com/users/kewl_n_all
2448,PinkyNoice,,Czech Republic,12.75,4.75,8,0,1,1,1,0,0,0,0,2.14,350,https://www.speedrun.com/users/PinkyNoice
2449,cootster,,United States,12.7,4.7,8,0,1,1,1,0,0,0,0,2.42,1720,https://www.speedrun.com/users/cootster
2450,Skyrio,,Antarctica,12.7,4.7,8,0,1,1,1,0,0,0,0,2.15,398,https://www.speedrun.com/users/Skyrio
2451,switch_runner,,United States,12.7,4.7,8,0,1,1,1,0,0,0,0,2.42,1720,https://www.speedrun.com/users/switch_runner
2452,Niamek,,Canada,12.68,1.37,11.31,0,2,2,1,0,0,0,0,1.13,1134.5,https://www.speedrun.com/users/Niamek
2453,AshiiAku,,United States,12.63,4.63,8,0,1,1,1,0,0,0,0,1.93,141,https://www.speedrun.com/users/AshiiAku
2454,Tom Votava,,,12.63,4.63,8,0,1,1,1,0,0,1,1,0.81,5,
2455,JulieAntarctica,,Australia,12.63,1.32,11.31,0,2,2,1,0,0,0,0,1.24,311.5,https://www.speedrun.com/users/JulieAntarctica
2456,ImteezWorld,,South Africa,12.61,4.61,8,0,1,1,1,0,0,0,0,2.39,1722,https://www.speedrun.com/users/ImteezWorld
2457,qkijose,,Argentina,12.61,4.61,8,0,1,1,1,0,0,0,0,2.39,1722,https://www.speedrun.com/users/qkijose
2458,sascha-gaming,,Germany,12.61,4.61,8,0,1,1,1,0,0,0,0,2.39,1722,https://www.speedrun.com/users/sascha-gaming
2459,Mynameisjustyahoo,,Germany,12.59,4.59,8,0,1,1,1,0,0,0,0,1.96,175,https://www.speedrun.com/users/Mynameisjustyahoo
2460,Scaryolive,,Québec,12.57,4.57,8,0,1,1,1,0,0,0,0,2.09,351,https://www.speedrun.com/users/Scaryolive
2461,geekgamer38,,Canada,12.49,4.49,8,0,1,1,1,0,0,0,0,1.84,112,https://www.speedrun.com/users/geekgamer38
2462,Fluwawe,,Italy,12.48,4.48,8,0,1,1,1,0,0,0,0,2.35,1725,https://www.speedrun.com/users/Fluwawe
